"","baseMean","log2FoldChange","lfcSE","pvalue","padj","symbol","entrez"
"ENSG00000102539",0.941606540415362,0.0261239719372336,0.308450850435687,0.471757374988474,NA,"MLNR","2862"
"ENSG00000226981",100.558783254312,0.112568613098316,0.198100979943097,0.471936977540821,0.707549536822526,NA,NA
"ENSG00000226396",38.2131624538252,0.112372954607274,0.255805385878253,0.471963788108706,0.707549536822526,NA,NA
"ENSG00000198610",13.3952482615986,0.0812254590532796,0.293645038123803,0.471974941118193,0.707549536822526,"AKR1C4","1109"
"ENSG00000172294",0.591936036021848,-0.0224524688419268,0.309862144196963,0.471977387539709,NA,NA,NA
"ENSG00000172342",0.591936036021848,-0.0224524688419268,0.309862144196963,0.471977387539709,NA,NA,NA
"ENSG00000227857",0.591936036021848,-0.0224524688419268,0.309862144196963,0.471977387539709,NA,"LOC101929626","101929626"
"ENSG00000267759",8.44372420337879,-0.0840619923658421,0.294716313344108,0.472023337156963,0.70756313968697,NA,NA
"ENSG00000241431",3.9681696996091,0.0661731458507812,0.30305424360782,0.472071342037362,NA,NA,NA
"ENSG00000224834",1.96818295983604,0.0492085263571369,0.307332147476777,0.472104187153924,NA,NA,NA
"ENSG00000112761",1.85941928994999,-0.0410926743424508,0.308548283185746,0.472113309417965,NA,"CCN6","8838"
"ENSG00000221970",5.53911177296709,-0.0772580213018739,0.299152009818027,0.472254962459417,0.707851378133674,"OR2A1","346528"
"ENSG00000266129",4.11387436883905,-0.0600874198834352,0.303733600522981,0.472398008588983,NA,NA,NA
"ENSG00000204136",4.62577303685979,0.0721566762221301,0.301448495036999,0.472450557705474,0.70808556849511,"GGTA1P","2681"
"ENSG00000178568",2.59947967032934,0.0457260615198134,0.306304627860636,0.472525406046252,NA,"ERBB4","2066"
"ENSG00000080986",39.601925391282,0.114581097819696,0.233808855126072,0.472543571888704,0.708165989220067,"NDC80","10403"
"ENSG00000231625",0.56248634968584,-0.0212993908093769,0.309787574230338,0.472557043205299,NA,NA,NA
"ENSG00000235559",5.28110779222483,0.0720274101432311,0.30145827395748,0.472597156270598,0.70817022762318,NA,NA
"ENSG00000223695",0.811038739182006,-0.0201614678961854,0.309091841524169,0.472619551378608,NA,NA,NA
"ENSG00000141141",518.369537338254,-0.0733563911937831,0.109460519931642,0.472625111899898,0.70817022762318,NA,NA
"ENSG00000124557",1.03043504823135,0.0307926279329401,0.307862061647026,0.472693966975949,NA,"BTN1A1","696"
"ENSG00000259924",11.6210726763362,0.0950653449620633,0.287017984170196,0.472753752380395,0.708285189324823,NA,NA
"ENSG00000165572",291.47457889249,-0.0792534697867708,0.120256674425861,0.472780560685809,0.708285189324823,"KBTBD6","89890"
"ENSG00000187951",146.918502699089,-0.104200023070923,0.178474986460241,0.472830998095233,0.708301779863938,"LOC100288637","100288637"
"ENSG00000181541",2.13422939020711,0.0411469858699113,0.307153773250255,0.47287325265525,NA,"MAB21L2","10586"
"ENSG00000135605",25.5243962238153,-0.108256148651587,0.264668128636173,0.472928109980236,0.708388280278395,"TEC","7006"
"ENSG00000134884",2165.7889427786,0.0530820658263329,0.0760258561404156,0.473007963536345,0.708397011878267,"ARGLU1","55082"
"ENSG00000244050",11.3121440441368,-0.0925424001404151,0.288750646390512,0.473048236507368,0.708397011878267,NA,NA
"ENSG00000068078",10.7604340496177,0.0943236294344154,0.288792480182442,0.473052044833236,0.708397011878267,"FGFR3","2261"
"ENSG00000148229",424.617066733287,0.0738027101194339,0.109176168363523,0.473225066380346,0.708597141087455,"POLE3","54107"
"ENSG00000104325",876.372489245133,-0.0709630201612276,0.104630523773909,0.473394712811506,0.708697541120849,"DECR1","1666"
"ENSG00000168411",368.898801653907,0.0814187650242772,0.123773101068132,0.473437899206644,0.708697541120849,"RFWD3","55159"
"ENSG00000198142",220.039576496944,-0.0866470651415001,0.134610954379916,0.47344460071701,0.708697541120849,"SOWAHC","65124"
"ENSG00000240898",8.71007467423578,-0.0850340819242753,0.294271376693916,0.473449657764462,0.708697541120849,NA,NA
"ENSG00000170919",665.37472882521,-0.0665915489254484,0.0984622423151349,0.473520773593341,0.708718872782212,NA,NA
"ENSG00000235398",152.196220786536,0.102346768106249,0.174016905306937,0.473542681308244,0.708718872782212,NA,NA
"ENSG00000106025",27.2882932918811,-0.106980770423471,0.266748110376391,0.473634512281352,0.708797356452981,"TSPAN12","23554"
"ENSG00000215616",0.900464954119172,0.0269229616912776,0.308414359557784,0.473676688494918,NA,NA,NA
"ENSG00000181773",2.61966670180931,-0.0381924158538578,0.306125470982803,0.473680131006428,NA,"GPR3","2827"
"ENSG00000070785",280.810585380996,-0.083714420519882,0.128732478148351,0.473698845167349,0.708834679412996,"EIF2B3","8891"
"ENSG00000205116",0.741841247925819,-0.0291188233235159,0.309915658912486,0.47378059489356,NA,"TMEM88B","643965"
"ENSG00000235651",1.01705206928998,0.0317469706198192,0.307970659613798,0.473887765046866,NA,NA,NA
"ENSG00000126264",13.3922775926038,0.102918860428467,0.279059608621021,0.473909518612262,0.709034808950532,"HCST","10870"
"ENSG00000240972",5.93424791196154,0.0757463448463788,0.299891404358822,0.473911395312218,0.709034808950532,"MIF","4282"
"ENSG00000125851",1381.03575404689,0.0989588182537376,0.16553372143658,0.473986946376096,0.709088885358454,"PCSK2","5126"
"ENSG00000248898",1.07339057316443,-0.0261819455616756,0.308219909453675,0.473999577709446,NA,NA,NA
"ENSG00000270006",3.8777867978834,-0.0652511853287929,0.302857663482351,0.474006496479233,NA,"LOC101928659","101928659"
"ENSG00000272173",2.18826166247722,-0.0453478207039866,0.306210752562381,0.474022437234127,NA,NA,NA
"ENSG00000187608",194.995898626452,-0.0949491218804309,0.152304634861149,0.474069006549689,0.709152689654593,"ISG15","9636"
"ENSG00000227740",1.42978926483709,0.0225721625924525,0.308089258594613,0.474116735859603,NA,NA,NA
"ENSG00000254691",1.2918938590416,-0.0248361964255734,0.307743469275056,0.474249614737714,NA,NA,NA
"ENSG00000013503",254.503681749256,0.0824210015222925,0.12615634083005,0.474333712445133,0.709489677617434,"POLR3B","55703"
"ENSG00000260833",25.7806482237579,-0.105792760571949,0.268809199163139,0.474512081532485,0.709609365793792,NA,NA
"ENSG00000233895",25.5296000601698,-0.112726291337316,0.250325498150121,0.474516982038087,0.709609365793792,NA,NA
"ENSG00000136811",508.45815179685,-0.0669782963386848,0.101069994455056,0.474532038379276,0.709609365793792,"ODF2","4957"
"ENSG00000225591",1.59186398832828,0.0367124283988293,0.307540204309905,0.47454147677211,NA,NA,NA
"ENSG00000185390",37.0393663924917,0.11343994122009,0.234606672423287,0.474573198928858,0.709611944617406,NA,NA
"ENSG00000154316",0.63535467591059,-0.0224581058320487,0.309820207035867,0.474602255039794,NA,"TDH","157739"
"ENSG00000259985",0.63535467591059,-0.0224581058320487,0.309820207035867,0.474602255039794,NA,NA,NA
"ENSG00000267715",2.2520355463197,-0.0492292127264128,0.305926125194046,0.474770531399198,NA,NA,NA
"ENSG00000137496",78.0792785959457,-0.108860893394192,0.190285101897214,0.474786578941805,0.709872015079256,"IL18BP","10068"
"ENSG00000101842",1.72747920853336,-0.0262772570871596,0.307175714059098,0.474828001932458,NA,"VSIG1","340547"
"ENSG00000131828",650.915858839899,0.0666383315255142,0.0990357391180285,0.474896163472655,0.70990269154442,"PDHA1","5160"
"ENSG00000232019",5.85458812681913,-0.071829654245079,0.301041101630508,0.474898179046218,0.70990269154442,NA,NA
"ENSG00000121577",12.7249965521328,-0.0971546970332173,0.283992828010312,0.474925452973865,0.70990269154442,"POPDC2","64091"
"ENSG00000259278",0.936468038473865,0.0161285069127376,0.30941456567664,0.475087577257024,NA,NA,NA
"ENSG00000105053",464.327737167471,0.0746348766562341,0.112124611535297,0.475150825701721,0.710120625707607,"VRK3","51231"
"ENSG00000231889",77.307661548105,0.1063653478892,0.187506061160811,0.475169264777614,0.710120625707607,"TRAF3IP2-AS1","643749"
"ENSG00000256304",5.34103952098155,-0.0693534570294056,0.301369287383308,0.475189644000516,0.710120625707607,NA,NA
"ENSG00000232671",1.02160417672551,0.0336751389337238,0.308250678097567,0.475191810035058,NA,"ZNF687-AS1","100507670"
"ENSG00000261204",1.02160417672551,0.0336751389337238,0.308250678097567,0.475191810035058,NA,NA,NA
"ENSG00000188242",67.3105627082384,-0.108462919308484,0.194609361592451,0.475306706527446,0.710236578413459,"PP7080","25845"
"ENSG00000167987",332.237675776115,0.0762498848956656,0.115069420036519,0.475550099813224,0.710415548758425,"VPS37C","55048"
"ENSG00000228903",103.71938286155,-0.103079468668298,0.175528719639248,0.47558435387965,0.710415548758425,NA,NA
"ENSG00000261172",40.5798257611628,-0.113145621133631,0.226428473049434,0.475595691880719,0.710415548758425,NA,NA
"ENSG00000212769",4.81358556699421,-0.0708419112217526,0.299879053801461,0.475615222464675,0.710415548758425,NA,NA
"ENSG00000243896",24.3881264166969,-0.108777471599271,0.261807129275504,0.475623881065508,0.710415548758425,"OR2A7","401427"
"ENSG00000177791",1.6875393745348,0.0316123081603566,0.308440132676217,0.475833611912772,NA,"MYOZ1","58529"
"ENSG00000267855",9.80452769451005,0.0885887157406051,0.29133123692321,0.475864116183124,0.710666315166868,"NDUFA7","4701"
"ENSG00000196933",68.206646183446,0.109215861601045,0.19930201323833,0.475870758666533,0.710666315166868,NA,NA
"ENSG00000204311",55.2392081377791,-0.110915321252684,0.205851060950684,0.475972756325932,0.710759649570856,"PJVK","494513"
"ENSG00000250067",47.9506379625451,0.113132649800165,0.221163202813961,0.476163454050326,0.710948037914316,"YJEFN3","374887"
"ENSG00000119431",117.598956380948,-0.0987191028837283,0.163731097222501,0.476177934475011,0.710948037914316,"HDHD3","81932"
"ENSG00000205531",1837.47504621691,-0.0591250200290406,0.0871336154734771,0.476252688156182,0.711000653006084,"NAP1L4","4676"
"ENSG00000239608",1.0417171107021,-0.0234326025860664,0.308034768427416,0.476374006238429,NA,"RUVBL1-AS1","100874089"
"ENSG00000133195",270.923122766856,-0.0857198243436117,0.133983706848165,0.476465747499346,0.71124164004166,"SLC39A11","201266"
"ENSG00000142207",790.591713296589,0.0715934295638596,0.107342636907962,0.476493162759931,0.71124164004166,"URB1","9875"
"ENSG00000117335",5067.43851450304,0.0538797777025445,0.0803516691278658,0.476583660846913,0.711317716761724,"CD46","4179"
"ENSG00000226068",2.08651075264184,0.0430448560106794,0.306457936930507,0.476606287645336,NA,NA,NA
"ENSG00000259775",9.67659144662161,-0.093748068059612,0.288535315271658,0.476689367179152,0.711416477815514,NA,NA
"ENSG00000104324",1450.63866320276,-0.0649443385036034,0.0983318473946731,0.476737593483236,0.711429445773541,"CPQ","10404"
"ENSG00000187860",38.4206678852494,-0.112681677316245,0.234677174500838,0.476809884027014,0.711478319361647,"CCDC157","550631"
"ENSG00000136536",1491.51419936528,-0.0643910575895137,0.0929684376500259,0.476879959917982,0.711523880494541,"MARCHF7","64844"
"ENSG00000255002",0.559994707960884,-0.0216754983167309,0.309828292878304,0.476936186883978,NA,"LINC02324","100128233"
"ENSG00000270322",0.559994707960884,-0.0216754983167309,0.309828292878304,0.476936186883978,NA,NA,NA
"ENSG00000250569",9.39878943260981,-0.0847487343568221,0.293844941971694,0.476987951653892,0.711626001331575,NA,NA
"ENSG00000112167",273.879816026388,0.0832346259395029,0.12863210080495,0.477226057982743,0.711922209197602,"SAYSD1","55776"
"ENSG00000148362",180.764649451063,-0.0987767298700139,0.165577443002892,0.477350106303224,0.712048231187947,"PAXX","286257"
"ENSG00000100030",3142.76578296483,0.0553028476985618,0.0804946754773098,0.477467237663781,0.71207706663625,"MAPK1","5594"
"ENSG00000109944",142.422375850278,-0.0996736714550325,0.167447322186527,0.47747702390439,0.71207706663625,"JHY","79864"
"ENSG00000074582",335.192170282792,0.0772837044651835,0.117415540803385,0.477561027018891,0.71207706663625,"BCS1L","617"
"ENSG00000159556",26.5718483077231,0.110558115135292,0.255902157802329,0.477572006419637,0.71207706663625,"ISL2","64843"
"ENSG00000186625",384.719194098473,0.0823230546887344,0.127077659737567,0.477590656605706,0.71207706663625,"KATNA1","11104"
"ENSG00000114942",5604.23226267067,-0.0627124377847151,0.0931488112849518,0.477626467499006,0.71207706663625,"EEF1B2","1933"
"ENSG00000213676",1666.71960632702,-0.0560817114672366,0.0813220762867564,0.477646448499474,0.71207706663625,"ATF6B","1388"
"ENSG00000179304",635.699807711349,0.0716162436577107,0.105330593484509,0.477756079255429,0.712181500300074,"FAM156B","727866"
"ENSG00000100028",768.339885271694,-0.0666321002069557,0.100543570520363,0.477832466528431,0.712236365367179,"SNRPD3","6634"
"ENSG00000132953",674.275278560038,0.0668798508783346,0.0992574690522084,0.477937498564605,0.712301266319551,"XPO4","64328"
"ENSG00000186223",1.06572802774894,0.0175338378057126,0.309487330604634,0.477953519777066,NA,NA,NA
"ENSG00000151461",1146.81380834906,-0.0653089409862616,0.096019478099541,0.477959645824519,0.712301266319551,"UPF2","26019"
"ENSG00000229195",0.694925575021185,-0.0219183837927435,0.30921356244037,0.477961147767078,NA,NA,NA
"ENSG00000106012",762.980231635941,-0.0643221359331415,0.0955718071750028,0.477994764410836,0.712301266319551,"IQCE","23288"
"ENSG00000103047",189.494721809289,0.0928003893389995,0.152604250680741,0.478137323339157,0.712454703226631,"TANGO6","79613"
"ENSG00000230562",47.0364780193903,-0.111836122447866,0.216303088428959,0.478217180538431,0.712514692937694,NA,NA
"ENSG00000171634",1978.64304895376,-0.0577256898322183,0.0846920677042627,0.478307625086833,0.712590445919231,"BPTF","2186"
"ENSG00000170476",1.0436027075567,0.028825245963102,0.308751868844812,0.478326592060625,NA,"MZB1","51237"
"ENSG00000111596",983.708475932243,-0.0598812716903835,0.0876163223685416,0.4784059791004,0.712677969031593,"CNOT2","4848"
"ENSG00000207554",6.40511702692983,-0.0678894692392207,0.300111077915781,0.478532287724358,0.712807117989411,"MIR647","693232"
"ENSG00000137834",284.928869794718,-0.092154954088295,0.147588662212098,0.478683925441185,0.712973971888808,"SMAD6","4091"
"ENSG00000237781",7.13225143295351,0.0792632352758164,0.296857046713868,0.478802005645421,0.713042229997895,NA,NA
"ENSG00000261118",10.7976775628845,-0.0952853795783463,0.285976038231635,0.478809006616904,0.713042229997895,NA,NA
"ENSG00000236546",0.504729563281709,0.0201281469263739,0.30970469920855,0.47881103102661,NA,"MYCL-AS1","105378668"
"ENSG00000238141",0.504729563281709,0.0201281469263739,0.30970469920855,0.47881103102661,NA,"BRWD1-AS1","100874093"
"ENSG00000272359",0.504729563281709,0.0201281469263739,0.30970469920855,0.47881103102661,NA,NA,NA
"ENSG00000103599",32.0581485426272,-0.111576113351821,0.244070807509938,0.478872165728962,0.713054889593807,"IQCH","64799"
"ENSG00000236098",2.68972877581289,-0.0540670346024824,0.305983399587727,0.478911954922071,NA,NA,NA
"ENSG00000069122",6.53091679074063,0.0517652125136338,0.306497882343437,0.478926972576551,0.713054889593807,"ADGRF5","221395"
"ENSG00000181264",392.638782425066,0.0759844782913363,0.115576479993256,0.47893638966493,0.713054889593807,"TLCD5","219902"
"ENSG00000219451",13.316766139797,0.0996077337061778,0.280398321231743,0.479024373260125,0.713126877839224,"RPL23P8","222901"
"ENSG00000177173",3.35459510291582,0.062045815653842,0.303531200640905,0.479080964690114,NA,NA,NA
"ENSG00000232110",1.19698844455469,-0.031230224806895,0.308761880165952,0.479149153324993,NA,NA,NA
"ENSG00000214871",0.608233320883802,-0.0235917425731522,0.309956294485547,0.479256583814964,NA,NA,NA
"ENSG00000260628",59.0573688602476,0.10964313959183,0.203105030761226,0.479526968840426,0.71378346044852,NA,NA
"ENSG00000198576",2.2092120065224,-0.0286619129027276,0.30687004137503,0.479585463176873,NA,"ARC","23237"
"ENSG00000071909",17.9257039327212,-0.0865578618784755,0.288340692967951,0.479592538557573,0.71378346044852,"MYO3B","140469"
"ENSG00000196368",213.719449754878,-0.0908389032831497,0.146240245541018,0.479604693568193,0.71378346044852,"NUDT11","55190"
"ENSG00000105355",2287.16894333602,0.0690072592596875,0.103836332348908,0.479660472855763,0.71378346044852,"PLIN3","10226"
"ENSG00000228485",2.12175649977383,-0.045661740048399,0.305946409924179,0.479690679626291,NA,NA,NA
"ENSG00000213942",7.38801308186394,-0.0828861129472093,0.295479395495343,0.479720704732199,0.71378346044852,NA,NA
"ENSG00000224361",0.562323039270103,-0.0217296513757028,0.309822497751096,0.47974439174381,NA,NA,NA
"ENSG00000127452",455.588659294302,0.0791463378970602,0.123419720609403,0.479755846283021,0.71378346044852,"FBXL12","54850"
"ENSG00000203276",3.0797844529728,-0.0555014385312568,0.304413471314289,0.479774002420138,NA,NA,NA
"ENSG00000160785",502.64878607057,0.0710870408369891,0.107670842885523,0.479784046933434,0.71378346044852,"SLC25A44","9673"
"ENSG00000174032",276.230434452496,-0.0828658697307698,0.130409579377199,0.479829783117825,0.71378346044852,"SLC25A30","253512"
"ENSG00000234807",4.81476222220413,-0.0684128867580525,0.30097858308708,0.479831791685633,0.71378346044852,NA,NA
"ENSG00000184661",38.7337616398885,-0.111756867103985,0.236941420139408,0.479863265976683,0.71378346044852,"CDCA2","157313"
"ENSG00000206848",1.09944960975069,-0.0407429173016214,0.309084005930997,0.47988358887039,NA,NA,NA
"ENSG00000261069",29.5111266284659,-0.102784946658029,0.269506463889124,0.479901761948771,0.71378346044852,NA,NA
"ENSG00000236708",2.92490248741539,-0.0480768626192734,0.305698258585017,0.479948648682725,NA,NA,NA
"ENSG00000226505",2.32683894056564,0.0283346560813419,0.306977339931669,0.479977361481918,NA,NA,NA
"ENSG00000272777",27.6002927109557,0.108978004216947,0.26054116760021,0.480052773365711,0.713949053966659,NA,NA
"ENSG00000158109",1838.5393918485,0.07054832163313,0.101425991561825,0.480241957187819,0.713987085637613,"TPRG1L","127262"
"ENSG00000122068",1243.13339580799,0.0628096689242513,0.0935683466640902,0.480251955083277,0.713987085637613,"FYTTD1","84248"
"ENSG00000243538",17.4907259255174,0.0991160323556792,0.279051784570738,0.480256927729484,0.713987085637613,NA,NA
"ENSG00000248257",6.41815873077026,-0.0700248601320101,0.300322292286085,0.480273025789534,0.713987085637613,NA,NA
"ENSG00000272076",1.3750095538185,0.0286120024224561,0.307679511724905,0.480276401469449,NA,NA,NA
"ENSG00000218631",4.96384124524501,-0.0603216052841749,0.302324202822586,0.480276741389222,0.713987085637613,NA,NA
"ENSG00000105197",638.417119505596,0.0769779724995843,0.118392111863683,0.480390019560492,0.714096490043081,"TIMM50","92609"
"ENSG00000272275",3.51677513277069,-0.0569893986661844,0.304344925374644,0.48044112411541,NA,NA,NA
"ENSG00000091073",193.480687943161,0.0877122244697552,0.138358830131654,0.480465676026427,0.714149956585125,"DTX2","113878"
"ENSG00000233903",5.05771992353486,0.0712424333550103,0.300231964504525,0.480517421907019,0.714167877244148,NA,NA
"ENSG00000248240",2.13616146281534,-0.0424696539507379,0.306056740310494,0.480539440125947,NA,NA,NA
"ENSG00000255622",3.03058124403636,-0.0588347493390429,0.304048348376455,0.48054609112574,NA,"PCDHB17P","54661"
"ENSG00000189367",6.88394659170995,0.065484374833939,0.300702698087294,0.48058309590152,0.714206493859592,"KIAA0408","9729"
"ENSG00000188895",2312.10800206421,0.0628511971183713,0.0934046969815729,0.480688042282443,0.714303462947418,"MSL1","339287"
"ENSG00000123096",212.22232407058,0.0917259513313486,0.150054928217392,0.480790323404435,0.71437067952,"SSPN","8082"
"ENSG00000143994",5.40437987394322,0.0635951877247149,0.301415587567912,0.480841365318737,0.71437067952,"ABHD1","84696"
"ENSG00000175505",122.634095747862,-0.0948578172409059,0.157641262622384,0.480852376922654,0.71437067952,"CLCF1","23529"
"ENSG00000232237",1.16092384080561,0.0395390464835182,0.307936343916668,0.481013532015852,NA,"ASCL5","647219"
"ENSG00000221676",0.500656337240941,0.0198476186230004,0.30960771545203,0.481019275834626,NA,"RNU6ATAC","100151684"
"ENSG00000229785",0.500656337240941,0.0198476186230004,0.30960771545203,0.481019275834626,NA,NA,NA
"ENSG00000269896",22.5266645982643,-0.107670094329283,0.262032327200836,0.481038654070152,0.714588420815513,"LOC100129534","100129534"
"ENSG00000134717",775.59649298877,0.0637463413257967,0.0944259327504554,0.481092502431213,0.714609417925313,"BTF3L4","91408"
"ENSG00000249923",3.05934605864064,-0.0495163114864597,0.306838133763324,0.48121446563848,NA,"LOC284865","284865"
"ENSG00000231871",1.12789937196288,0.0317614142506216,0.308031701313148,0.481311460758228,NA,"IPO9-AS1","100873949"
"ENSG00000207959",1.71248460116574,-0.0436313671063605,0.30660435790326,0.481321707913044,NA,"MIR656","724026"
"ENSG00000189332",1.47014732262649,-0.0369391605635996,0.307914082155949,0.481433650722987,NA,"SLC25A51P4","494141"
"ENSG00000108239",711.485846564749,0.0670888420081073,0.100257865058101,0.481436274665112,0.71503021465852,"TBC1D12","23232"
"ENSG00000149743",249.605610683331,0.0860456070216443,0.136101490917999,0.481455267355931,0.71503021465852,"TRPT1","83707"
"ENSG00000102359",931.339619477009,0.071891170014642,0.109385684857644,0.481532068815077,0.715085255942766,"SRPX2","27286"
"ENSG00000266554",2.38129715115029,-0.0386782985301857,0.307232325345536,0.481558138188975,NA,"LINC01443","400644"
"ENSG00000169976",899.603110687914,-0.0669646502697272,0.100978556347195,0.481625168389797,0.715164489190131,"SF3B5","83443"
"ENSG00000273445",1.15927986264117,-0.0295734742360918,0.309212923501891,0.481689380158531,NA,NA,NA
"ENSG00000239917",0.546352375239622,-0.0211406826974165,0.309774332614544,0.481707140834383,NA,NA,NA
"ENSG00000260877",0.546352375239622,-0.0211406826974165,0.309774332614544,0.481707140834383,NA,NA,NA
"ENSG00000155622",0.497589770757063,0.019789859307497,0.309668060799353,0.481819961634102,NA,"XAGE2","9502"
"ENSG00000185751",0.497589770757063,0.019789859307497,0.309668060799353,0.481819961634102,NA,NA,NA
"ENSG00000215910",0.497589770757063,0.019789859307497,0.309668060799353,0.481819961634102,NA,"C1orf167","284498"
"ENSG00000218502",0.497589770757063,0.019789859307497,0.309668060799353,0.481819961634102,NA,NA,NA
"ENSG00000256271",0.497589770757063,0.019789859307497,0.309668060799353,0.481819961634102,NA,"CACNA1C-AS2","100874235"
"ENSG00000230882",1.41286321896639,-0.0287242884071272,0.308550935487908,0.481841434969947,NA,NA,NA
"ENSG00000259581",0.800406755745477,-0.0200895812526216,0.309077881449907,0.481982544128096,NA,NA,NA
"ENSG00000232917",0.776323191358086,-0.0214134681443852,0.309015840924978,0.482032255990267,NA,NA,NA
"ENSG00000200966",1.32129226766094,-0.0383251520030202,0.30918938062122,0.482075335070697,NA,NA,NA
"ENSG00000009830",419.188921048647,0.0738474750699155,0.113586923798162,0.482083743912465,0.715748391422749,"POMT2","29954"
"ENSG00000166157",0.733615970352455,0.0237310447820774,0.309274351091036,0.482125577706963,NA,NA,NA
"ENSG00000249856",0.646009441709376,0.0252175338941135,0.309410105070324,0.482158717107203,NA,NA,NA
"ENSG00000172493",1175.86170819215,-0.0650962980157926,0.0949539919288455,0.482162151467348,0.715748391422749,"AFF1","4299"
"ENSG00000204954",86.2406688325781,0.107624227598197,0.197079122982178,0.48221108159027,0.715748391422749,"C12orf73","728568"
"ENSG00000248458",5.66634060244959,-0.0636677578090864,0.301703474140348,0.482292707346547,0.715748391422749,NA,NA
"ENSG00000162734",9176.39385077648,-0.0616705147356726,0.0919240846683939,0.48236453992425,0.715748391422749,"PEA15","8682"
"ENSG00000166902",443.017096209751,0.0730025189129742,0.112728500724961,0.48236804006471,0.715748391422749,"MRPL16","54948"
"ENSG00000092758",3.88579514305741,-0.063876058386857,0.30243346117004,0.482441672168956,NA,"COL9A3","1299"
"ENSG00000176619",1106.3193132295,0.0768109015987878,0.118688065026877,0.482451687192249,0.715748391422749,"LMNB2","84823"
"ENSG00000268816",9.40095420814636,0.0898464029503609,0.290571145297086,0.482469804570522,0.715748391422749,NA,NA
"ENSG00000228340",5.6647380746865,-0.0723540051341945,0.300290755972815,0.482489106567962,0.715748391422749,"MIR646HG","284757"
"ENSG00000242715",10.2592590674273,-0.0889224216203979,0.289417760539889,0.482505689410881,0.715748391422749,"CCDC169","728591"
"ENSG00000143178",78.9441395263623,0.104633846506541,0.184520433697715,0.482513230726712,0.715748391422749,"TBX19","9095"
"ENSG00000224837",129.339043333163,-0.0988650741378559,0.168621960871338,0.482543201362362,0.715748391422749,NA,NA
"ENSG00000185670",70.5865627710144,-0.105865937442734,0.190511297632022,0.482574431288778,0.715748391422749,"ZBTB3","79842"
"ENSG00000164062",1225.01419223247,0.0603919911449105,0.0891356511321552,0.482575274243681,0.715748391422749,"APEH","327"
"ENSG00000146038",5.15406874403077,-0.0629447979369985,0.302750093101444,0.482620073518165,0.715755839683991,"DCDC2","51473"
"ENSG00000236256",0.681283242299922,-0.0217406319452657,0.309210171287746,0.482633395198248,NA,"DIAPH2-AS1","10824"
"ENSG00000085831",8.99120485926136,-0.0815728080548393,0.294132567739197,0.482698819605904,0.715813627821711,"TTC39A","22996"
"ENSG00000111727",660.107360519224,-0.0690989160933648,0.103506173363517,0.482866499659274,0.715954618336319,"HCFC2","29915"
"ENSG00000204403",5.12809797321099,0.0652377171506334,0.301626956854989,0.482902055331196,0.715954618336319,"CASP12","100506742"
"ENSG00000246560",20.7126883799946,0.106602517192075,0.265521043809302,0.482913260128259,0.715954618336319,"UBE2D3-AS1","105377348"
"ENSG00000115009",1.21695126218997,0.0207662846231865,0.309091036911176,0.483015015908247,NA,"CCL20","6364"
"ENSG00000272646",1.13469424978273,0.0325684692164963,0.309097698293915,0.483066031455776,NA,NA,NA
"ENSG00000227888",18.4599830473439,-0.0938104742894714,0.282392576977302,0.483080324759648,0.716088560685141,NA,NA
"ENSG00000163067",124.640753757008,-0.0977780106395469,0.164653136401289,0.483083196518669,0.716088560685141,NA,NA
"ENSG00000152193",159.906130255756,0.0900457095418136,0.145466244215688,0.483139470240692,0.716112984144235,"OBI1","79596"
"ENSG00000215022",9.70287144362721,-0.0907416534405234,0.288565879669554,0.483365818197461,0.716349456263242,"LOC100130357","100130357"
"ENSG00000166987",616.942872703899,-0.0809338018416653,0.127190854003565,0.483378631652122,0.716349456263242,"MBD6","114785"
"ENSG00000273472",11.0617993013956,-0.0918420235619284,0.287021510076612,0.483427961433055,0.716363562383792,NA,NA
"ENSG00000226153",0.908876753462819,-0.0204207955261348,0.309044829463866,0.483434460882653,NA,NA,NA
"ENSG00000230787",0.924579551894663,-0.0251879889318315,0.308321312966953,0.483546945192434,NA,NA,NA
"ENSG00000130429",879.870075533,0.0768933175236732,0.118265045037016,0.483580056975482,0.716529936200331,"ARPC1B","10095"
"ENSG00000262678",3.49424759557583,0.0632949361857941,0.303162965726819,0.48360947960244,NA,NA,NA
"ENSG00000183929",7.61523661061315,0.0850213881022848,0.293559872351954,0.483627710278495,0.71654154127223,NA,NA
"ENSG00000225532",3.74415035775968,0.0527488765938876,0.303822521162883,0.483719837528459,NA,NA,NA
"ENSG00000211767",1.09714089776258,0.0346268404960684,0.309382540559415,0.483729426518229,NA,NA,NA
"ENSG00000242324",0.608070010468065,-0.0220481618366262,0.30979772109962,0.483766614846196,NA,NA,NA
"ENSG00000253697",0.608070010468065,-0.0220481618366262,0.30979772109962,0.483766614846196,NA,NA,NA
"ENSG00000255817",0.608070010468065,-0.0220481618366262,0.30979772109962,0.483766614846196,NA,NA,NA
"ENSG00000268157",0.608070010468065,-0.0220481618366262,0.30979772109962,0.483766614846196,NA,NA,NA
"ENSG00000235790",9.22960117588391,-0.0755218944340475,0.296139459117103,0.483786074666668,0.716571261844634,NA,NA
"ENSG00000253598",4.76482592953763,-0.063167437829965,0.301889929690158,0.483800615905638,0.716571261844634,"SLC10A5","347051"
"ENSG00000271147",35.9430430358892,-0.110936527894559,0.239014535117376,0.483801164676726,0.716571261844634,NA,NA
